Word Id,Word,Pinyin,Pinyin Simplified,Type,Word Category,Word Rarity,Meaning,Sentence,Sentence Pinyin,Sentence Meaning,Added Date,Num_Quiz_Attempt,Num_Correct,Num_Wrong,Last_Quiz
D002285,偶像剧,ǒu xiàng jù,ou3 xiang4 ju4,Noun,Entertainment,Rare,"A drama series featuring pop idols, often focusing on romance and youth themes.",我们昨天晚上看了一部很有趣的偶像剧。,Wǒmen zuótiān wǎnshàng kànle yī bù hěn yǒuqù de ǒuxiàngjù.,We watched a very interesting idol drama last night.,2025-05-11,0,0,0,
D002286,剧情,jù qíng,ju4 qing2,Noun,Entertainment,Common,"Plot; the sequence of events that make up the story in a film, play, or book",这部电影的剧情非常吸引人。,Zhè bù diànyǐng de jùqíng fēicháng xīyǐn rén.,The plot of this movie is very engaging.,2025-05-11,0,0,0,
D002294,终成眷属,zhōng chéng juàn shǔ,zhong1 cheng2 juan4 shu3,Idiom,Wedding,Rare,"To become a couple and live happily ever after, often used to describe a successful union",他们终于终成眷属，结婚了。,"Tāmen zhōngyú zhōng chéng juàn shǔ, jiéhūn le.",They finally became a couple and got married.,2025-05-11,0,0,0,
D002295,庆祝,qìng zhù,qing4 zhu4,Verb,Holidays,Common,To celebrate,我们计划庆祝他的生日。,Wǒmen jìhuà qìngzhù tā de shēngrì.,We plan to celebrate his birthday.,2025-05-11,0,0,0,
D002296,还,hái,hai2,Adverb,Grammar,Common,Still; yet; also; in addition,我还没有完成作业。,Wǒ hái méiyǒu wánchéng zuòyè.,I still haven't finished my homework.,2025-05-11,0,0,0,
D002297,还,huán,huan2,Verb,Action,Common,To return something,我明天会还你书。,Wǒ míngtiān huì huán nǐ shū.,I will return the book to you tomorrow.,2025-05-11,0,0,0,
D002298,能够,néng gòu,neng2 gou4,Verb,Ability,Common,To be able to; can,我希望能够帮助你。,Wǒ xīwàng nénggòu bāngzhù nǐ.,I hope to be able to help you.,2025-05-11,0,0,0,
D002299,幸运,xìngyùn,xing4yun4,Adjective,Emotion,Common,Lucky; experiencing good fortune,他今天特别幸运，中了彩票。,"Tā jīntiān tèbié xìngyùn, zhōngle cǎipiào.","He is particularly lucky today, he won the lottery.",2025-05-11,0,0,0,
D002300,但愿,dànyuàn,dan4yuan4,Verb,Expectation,Rare,To express a hope or wish for something to happen,但愿明天天气会好。,Dànyuàn míngtiān tiānqì huì hǎo.,I hope the weather will be good tomorrow.,2025-05-11,0,0,0,
D002301,青涩,qīng sè,qing1 se4,Adjective,Description,Rare,"Young and inexperienced, often used to describe a person or their behavior",他那时还很青涩，不懂得如何处理复杂的人际关系。,"Tā nà shí hái hěn qīngsè, bù dǒng de rúhé chǔlǐ fùzá de rénjì guānxi.","At that time, he was still very naïve and didn't know how to handle complex interpersonal relationships.",2025-05-11,0,0,0,
D002302,搭,dā,da1,Verb,Action,Common,"To build or put up (e.g., a structure), or to take (transportation)",我们需要一起搭一个帐篷。,Wǒmen xūyào yīqǐ dā yīgè zhàngpéng.,We need to pitch a tent together.,2025-05-11,0,0,0,
D002303,搭,dā,da1,Verb,Action,Common,To cooperate or collaborate with someone,他总是乐于搭别人的话题。,Tā zǒng shì lèyú dā biérén de huàtí.,He is always eager to join in on others' conversations.,2025-05-11,0,0,0,
D002304,初恋,chū liàn,chu1 lian4,Noun,Relationship,Common,First love; the first romantic relationship of one's life,他永远记得他的初恋。,Tā yǒngyuǎn jìdé tā de chūliàn.,He will always remember his first love.,2025-05-11,0,0,0,
D002305,海岸线,hǎi'ànxiàn,hai3'an4xian4,Noun,Geography,Common,Coastline,我们沿着海岸线散步，欣赏美丽的海景。,"Wǒmen yánzhe hǎi'ànxiàn sànbù, xīnshǎng měilì de hǎijǐng.","We walked along the coastline, enjoying the beautiful sea view.",2025-05-11,0,0,0,
D002306,季节,jì jié,ji4 jie2,Noun,Nature,Common,Season,春天是一个美丽的季节。,Chūntiān shì yīgè měilì de jìjié.,Spring is a beautiful season.,2025-05-11,0,0,0,
D002307,某,mǒu,mou3,Adjective,General,Common,Certain; used to refer to an unspecified person or thing,在某些情况下，我们需要更加小心。,"Zài mǒuxiē qíngkuàng xià, wǒmen xūyào gèngjiā xiǎoxīn.","In certain situations, we need to be more careful.",2025-05-11,0,0,0,
D002308,上演,shàng yǎn,shang4 yan3,Verb,Entertainment,Common,To stage or perform a play or show,这部电影下周将在电影院上演。,Zhè bù diànyǐng xià zhōu jiàng zài diànyǐngyuàn shàngyǎn.,This movie will be staged in theaters next week.,2025-05-11,0,0,0,
D002309,相遇,xiāng yù,xiang1 yu4,Verb,Relationship,Common,To meet by chance,我们在一次旅行中相遇。,Wǒmen zài yīcì lǚxíng zhōng xiāngyù.,We met by chance during a trip.,2025-05-11,0,0,0,
D002310,许愿,xǔ yuàn,xu3 yuan4,Verb,Expression,Rare,To make a wish,孩子们在生日会上许愿。,Háizimen zài shēngrì huì shàng xǔyuàn.,The children make a wish at the birthday party.,2025-05-11,0,0,0,
D002311,地点,dì diǎn,di4 dian3,Noun,Place,Common,Location,请告诉我们集合的地点。,Qǐng gàosù wǒmen jíhé de dìdiǎn.,Please tell us the meeting location.,2025-05-11,0,0,0,
D002312,如期,rú qī,ru2 qi1,Adverb,Time,Common,As scheduled,活动如期举行。,Huódòng rúqī jǔxíng.,The event was held as scheduled.,2025-05-11,0,0,0,
D002313,出现,chū xiàn,chu1 xian4,Verb,Action,Common,To appear,他突然出现在门口。,Tā tūrán chūxiàn zài ménkǒu.,He suddenly appeared at the door.,2025-05-11,0,0,0,
D002316,不再,bù zài,bu4 zai4,Adverb,Time,Common,No longer,我不再上这门课了。,Wǒ bù zài shàng zhè mén kè le.,I am no longer taking this class.,2025-05-11,0,0,0,
D002317,骄傲,jiāo'ào,jiao1'ao4,Adjective,Emotion,Common,Proud; Having high self-esteem,她为自己的成就感到骄傲。,Tā wèi zìjǐ de chéngjiù gǎndào jiāo'ào.,She feels proud of her achievements.,2025-05-11,0,0,0,
D002318,骄傲,jiāo'ào,jiao1'ao4,Noun,Emotion,Common,Pride,骄傲有时会让人失去理智。,Jiāo'ào yǒushí huì ràng rén shīqù lǐzhì.,Pride sometimes makes people lose their reason.,2025-05-11,0,0,0,
D002319,栖息,qīxī,qi1xi1,Verb,Nature,Rare,"To inhabit or rest in a particular place, especially for birds or animals",这些鸟在树上栖息。,Zhèxiē niǎo zài shù shàng qīxī.,These birds inhabit the trees.,2025-05-11,0,0,0,
D002320,宣言,xuānyán,xuan1yan2,Noun,Communication,Common,Declaration; An official or formal announcement,政府发布了一项新的政策宣言。,Zhèngfǔ fābùle yī xiàng xīn de zhèngcè xuānyán.,The government issued a new policy declaration.,2025-05-11,0,0,0,
D002321,重复,chóngfù,chong2fu4,Verb,Action,Common,To repeat; To do something again,请不要重复同样的错误。,Qǐng bùyào chóngfù tóngyàng de cuòwù.,Please do not repeat the same mistakes.,2025-05-11,0,0,0,
D002322,重复,chóngfù,chong2fu4,Noun,Action,Common,Repetition; The act of doing something again,他的讲话充满了无谓的重复。,Tā de jiǎnghuà chōngmǎnle wúwèi de chóngfù.,His speech was full of unnecessary repetition.,2025-05-11,0,0,0,
D002323,季风,jì fēng,ji4 feng1,Noun,Weather,Common,"Monsoon: A seasonal prevailing wind in the region of South and Southeast Asia, bringing rain.",季风季节，雨水特别多。,"Jìfēng jìjié, yǔshuǐ tèbié duō.","During the monsoon season, there is especially a lot of rain.",2025-05-11,0,0,0,
D002324,默念,mò niàn,mo4 nian4,Verb,Thought,Rare,"To silently recite or think intently, often used in the context of meditation or focusing the mind.",他在心中默念了几遍，以确保记住。,"Tā zài xīnzhōng mòniànle jǐ biàn, yǐ quèbǎo jìzhù.",He silently recited it several times in his mind to ensure he remembered.,2025-05-11,0,0,0,
D002325,北纬线,běi wěi xiàn,bei3 wei3 xian4,Noun,Geography,Rare,Northern Latitude Line: A line of latitude that is north of the equator.,北纬线划分了地球的北半球。,Běiwěixiàn huàfēnle dìqiú de běibànqiú.,The northern latitude line divides the Earth's northern hemisphere.,2025-05-11,0,0,0,
D002326,不曾,bù céng,bu4 ceng2,Adverb,Grammar,Rare,Never: Used to emphasize that something has not happened at any time up to now.,我不曾去过那个地方。,Wǒ bùcéng qùguò nàgè dìfāng.,I have never been to that place.,2025-05-11,0,0,0,
D002327,告别,gào bié,gao4 bie2,Verb,Separation,Common,"To bid farewell: To say goodbye with a sense of formality or finality, often implying a significant change or departure.",他向朋友们告别，开始了新的旅程。,"Tā xiàng péngyǒumen gàobié, kāishǐle xīn de lǚchéng.",He bid farewell to his friends and started a new journey.,2025-05-11,0,0,0,
D002328,鸣唱,míng chàng,ming2 chang4,Verb,Music,Rare,"To sing melodiously, often used to describe birds or poetic expressions",鸟儿在树上愉快地鸣唱。,Niǎo er zài shù shàng yúkuài de míngchàng.,Birds are singing melodiously in the tree.,2025-05-11,0,0,0,
D002329,诗篇,shī piān,shi1 pian1,Noun,Literature,Rare,A poem or a collection of poems.,他喜欢读古代的诗篇。,Tā xǐhuān dú gǔdài de shīpiān.,He likes to read ancient poems.,2025-05-11,0,0,0,
D002330,角,jiǎo,jiao3,Noun,Measurement,Common,Corner or angle; also used to refer to a unit of currency equal to 0.1 yuan.,他在房间的角落里找到了他的书。,Tā zài fángjiān de jiǎoluò lǐ zhǎodào le tā de shū.,He found his book in the corner of the room.,2025-05-11,0,0,0,
D002331,角,jiǎo,jiao3,Noun,Animal,Common,"Horn, as in the horn of an animal like a deer or a cow.",公牛有长长的角。,Gōngniú yǒu chángcháng de jiǎo.,The bull has long horns.,2025-05-11,0,0,0,
D002332,角,jué,jue2,Noun,General,Common,"Role or part, as in a theatrical or film performance.",她在这部电影中扮演了一个重要的角色。,Tā zài zhè bù diànyǐng zhōng bànyǎn le yī gè zhòngyào de juésè.,She played an important role in this movie.,2025-05-11,0,0,0,
D002335,笑脸,xiào liǎn,xiao4 lian3,Noun,Expression,Common,Smiling face; a face with a smile expressing happiness or friendliness,她总是带着笑脸迎接客人。,Tā zǒng shì dàizhe xiàoliǎn yíngjiē kèrén.,She always greets guests with a smiling face.,2025-05-11,0,0,0,
D002336,羽化,yǔ huà,yu3 hua4,Verb,Nature,Rare,To emerge as an adult from the pupa stage; used primarily in reference to insects or to describe a transformation or metamorphosis,蝴蝶从蛹中羽化而出，翅膀展开。,"Húdié cóng yǒng zhōng yǔhuà ér chū, chìbǎng zhǎnkāi.","The butterfly emerged from the chrysalis, spreading its wings.",2025-05-11,0,0,0,
D002337,旅程,lǚ chéng,lv3 cheng2,Noun,Travel,Rare,Journey,我期待着即将开始的旅程。,Wǒ qīdàizhe jíjiāng kāishǐ de lǚchéng.,I am looking forward to the upcoming journey.,2025-05-12,0,0,0,
D002338,理智,lǐ zhì,li3 zhi4,Noun/Adjective,Emotion,Common,"Reason and intellect; the ability to think and decide logically, often contrasted with emotions.",面对危机时，我们需要保持理智。,"Miàn duì wēijī shí, wǒmen xūyào bǎochí lǐzhì.","When facing a crisis, we need to remain rational.",2025-05-12,0,0,0,
D002339,里面,lǐ miàn,li3 mian4,Noun,Place,Common,Inside; the interior part of something.,房间里面很温暖。,Fángjiān lǐmiàn hěn wēnnuǎn.,It is warm inside the room.,2025-05-12,0,0,0,
D002340,依赖,yī lài,yi1 lai4,Verb,Relationship,Common,To depend on or rely on someone or something for support or help.,孩子们在成长过程中常常依赖父母的帮助。,Háizimen zài chéngzhǎng guòchéng zhōng chángcháng yīlài fùmǔ de bāngzhù.,Children often rely on their parents' help during their growth process.,2025-05-17,0,0,0,
D002341,受,shòu,shou4,Verb,Impact,Common,"To receive or endure something, often implying passivity or an external influence.",他受到了很多人的指责。,Tā shòudào le hěn duō rén de zhǐzé.,He received a lot of criticism from people.,2025-05-17,0,0,0,
D002343,吞噬,tūnshì,tun1 shi4,Verb,Action,Rare,"To devour or engulf completely, often used metaphorically to describe overwhelming effects.",火焰吞噬了整个森林。,Huǒyàn tūnshì le zhěnggè sēnlín.,The flames devoured the entire forest.,2025-05-17,0,0,0,
D002344,指责,zhǐ zé,zhi3 ze2,Verb,Communication,Common,To criticize or accuse someone of a fault or wrongdoing.,他总是指责别人，却从不反省自己。,"Tā zǒngshì zhǐzé biérén, què cóng bù fǎnxǐng zìjǐ.",He always criticizes others but never reflects on himself.,2025-05-17,0,0,0,
D002345,守候,shǒu hòu,shou3 hou4,Verb,Action,Rare,To wait or keep watch over someone or something with care and attention.,他一直守候在她的病床前。,Tā yīzhí shǒuhòu zài tā de bìngchuáng qián.,He has been keeping watch by her bedside.,2025-05-17,0,0,0,
D002346,真实,zhēn shí,zhen1 shi2,Adjective,Concept,Common,Real; authentic and genuine in nature,这部电影的故事基于真实事件。,Zhè bù diànyǐng de gùshì jīyú zhēnshí shìjiàn.,The story of this movie is based on real events.,2025-05-17,0,0,0,
D002347,存在,cún zài,cun2 zai4,Verb,Philosophy,Common,To exist; to be present or have being in reality,许多人都在思考人生的意义和存在的价值。,Xǔduō rén dōu zài sīkǎo rénshēng de yìyì hé cúnzài de jiàzhí.,Many people ponder the meaning of life and the value of existence.,2025-05-17,0,0,0,
D002348,伤害,shāng hài,shang1 hai4,Verb,Emotion,Common,To cause physical or emotional harm or damage.,不要轻易去伤害别人。,Bù yào qīngyì qù shānghài biérén.,Don't easily harm others.,2025-05-17,0,0,0,
D002349,伤害,shāng hài,shang1 hai4,Noun,Health,Common,Physical or emotional harm or injury.,他承受了很大的心理伤害。,Tā chéngshòule hěn dà de xīnlǐ shānghài.,He suffered significant psychological harm.,2025-05-17,0,0,0,
D002350,快要,kuài yào,kuai4 yao4,Grammar,Time,Common,"About to, indicating something will happen soon",我们快要到家了。,Wǒmen kuài yào dào jiā le.,We are about to arrive home.,2025-05-17,0,0,0,
D002351,窒息,zhìxī,zhi4 xi1,Verb,Health,Rare,To suffocate or choke due to lack of air,他在水里呆太久，差点窒息。,"Tā zài shuǐ lǐ dāi tài jiǔ, chàdiǎn zhìxī.",He stayed in the water too long and almost suffocated.,2025-05-17,0,0,0,
D002352,擦肩,cā jiān,ca1 jian1,Verb,Action,Rare,"To brush past someone; refers to a brief encounter or passing by someone, often implying a missed connection.",我们在街上擦肩而过，却没有认出对方。,"Wǒmen zài jiē shàng cā jiān ér guò, què méiyǒu rènchū duìfāng.",We brushed past each other on the street but didn't recognize each other.,2025-05-17,0,0,0,
D002353,依然,yī rán,yi1 ran2,Adverb,Degree,Common,Still; as before; indicating that a situation remains unchanged.,尽管外面在下雨，他依然决定出门。,"Jǐnguǎn wàimiàn zài xiàyǔ, tā yīrán juédìng chūmén.","Even though it was raining outside, he still decided to go out.",2025-05-17,0,0,0,
D002354,转眼,zhuǎn yǎn,zhuan3 yan3,Adverb,Time,Common,In the blink of an eye; very quickly; often used to describe the rapid passage of time.,转眼就到了年底。,Zhuǎnyǎn jiù dàole niándǐ.,"In the blink of an eye, it was already the end of the year.",2025-05-17,0,0,0,
D002355,整夜,zhěng yè,zheng3 ye4,Noun,Time,Rare,The entire night; all night long.,整夜他都在工作，没有休息。,"Zhěng yè tā dōu zài gōngzuò, méiyǒu xiūxí.",He worked all night without resting.,2025-05-17,0,0,0,
D002356,入眠,rù mián,ru4 mian2,Verb,Daily Life,Rare,To fall asleep; to enter a state of sleep.,孩子听完故事后很快就入眠了。,Háizi tīng wán gùshì hòu hěn kuài jiù rùmiánle.,The child fell asleep quickly after listening to the story.,2025-05-17,0,0,0,
D002357,尽管,jǐn guǎn,jin3 guan3,Adverb,Contrast,Common,Even though; despite,尽管下雨，我们还是去爬山了。,"Jǐnguǎn xiàyǔ, wǒmen háishì qù páshān le.","Even though it was raining, we still went hiking.",2025-05-17,0,0,0,
D002358,尽管,jǐn guǎn,jin3 guan3,Verb,Permission,Common,Feel free to; not hesitate to do something,如果你有任何问题，尽管问我。,"Rúguǒ nǐ yǒu rènhé wèntí, jǐnguǎn wèn wǒ.","If you have any questions, feel free to ask me.",2025-05-17,0,0,0,
D002367,折磨,zhé mó,zhe2 mo2,Verb,Emotion,Common,To torment; to cause physical or mental suffering.,这个问题折磨了他很多年。,Zhège wèntí zhémóle tā hěnduō nián.,This problem has tormented him for many years.,2025-05-17,0,0,0,
